LAST SEEN   TYPE      REASON                           OBJECT                                                                           MESSAGE
17m         Normal    SuccessfulCreate                 replicaset/bench-kubebuilder-1784137300-21-consumer-5df44f7474                   Created pod: bench-kubebuilder-1784137300-21-consumer-5df44f7474-2v6bc
17m         Normal    Pulled                           pod/bench-kubebuilder-1784137300-21-consumer-5df44f7474-2v6bc                    Container image "alpine:3.20" already present on machine and can be accessed by the pod
17m         Normal    Started                          pod/bench-kubebuilder-1784137300-22-consumer-7b7bf94bb6-vxnvq                    Container started
17m         Normal    Started                          pod/bench-kubebuilder-1784137300-21-consumer-5df44f7474-2v6bc                    Container started
17m         Normal    Started                          pod/bench-kubebuilder-1784137300-23-consumer-6f5dfcb45d-s54xn                    Container started
17m         Normal    ScalingReplicaSet                deployment/bench-kubebuilder-1784137300-26-consumer                              Scaled up replica set bench-kubebuilder-1784137300-26-consumer-c74b7459d from 0 to 1
17m         Normal    Pulled                           pod/bench-kubebuilder-1784137300-22-consumer-7b7bf94bb6-vxnvq                    Container image "alpine:3.20" already present on machine and can be accessed by the pod
17m         Normal    Created                          pod/bench-kubebuilder-1784137300-22-consumer-7b7bf94bb6-vxnvq                    Container created
17m         Normal    Pulled                           pod/bench-kubebuilder-1784137300-23-consumer-6f5dfcb45d-s54xn                    Container image "alpine:3.20" already present on machine and can be accessed by the pod
17m         Normal    SuccessfulCreate                 replicaset/bench-kubebuilder-1784137300-26-consumer-c74b7459d                    Created pod: bench-kubebuilder-1784137300-26-consumer-c74b7459d-dhlm9
17m         Normal    ScalingReplicaSet                deployment/bench-kubebuilder-1784137300-25-consumer                              Scaled up replica set bench-kubebuilder-1784137300-25-consumer-6f95948f6b from 0 to 1
17m         Normal    SuccessfulCreate                 replicaset/bench-kubebuilder-1784137300-25-consumer-6f95948f6b                   Created pod: bench-kubebuilder-1784137300-25-consumer-6f95948f6b-jtkcc
17m         Normal    Created                          pod/bench-kubebuilder-1784137300-21-consumer-5df44f7474-2v6bc                    Container created
17m         Normal    Started                          pod/bench-kubebuilder-1784137300-20-consumer-66864c6d78-b2s4q                    Container started
17m         Normal    Created                          pod/bench-kubebuilder-1784137300-23-consumer-6f5dfcb45d-s54xn                    Container created
17m         Normal    ScalingReplicaSet                deployment/bench-kubebuilder-1784137300-24-consumer                              Scaled up replica set bench-kubebuilder-1784137300-24-consumer-7d9cd889cd from 0 to 1
17m         Normal    SuccessfulCreate                 replicaset/bench-kubebuilder-1784137300-24-consumer-7d9cd889cd                   Created pod: bench-kubebuilder-1784137300-24-consumer-7d9cd889cd-lf8mw
17m         Normal    SuccessfulCreate                 replicaset/bench-kubebuilder-1784137300-28-consumer-757c969f66                   Created pod: bench-kubebuilder-1784137300-28-consumer-757c969f66-qkc8v
17m         Normal    Started                          pod/bench-kubebuilder-1784137300-26-consumer-c74b7459d-dhlm9                     Container started
17m         Normal    ScalingReplicaSet                deployment/bench-kubebuilder-1784137300-28-consumer                              Scaled up replica set bench-kubebuilder-1784137300-28-consumer-757c969f66 from 0 to 1
17m         Normal    Started                          pod/bench-kubebuilder-1784137300-27-consumer-84bffc5bbb-djbz2                    Container started
17m         Normal    Pulled                           pod/bench-kubebuilder-1784137300-25-consumer-6f95948f6b-jtkcc                    Container image "alpine:3.20" already present on machine and can be accessed by the pod
17m         Normal    Pulled                           pod/bench-kubebuilder-1784137300-26-consumer-c74b7459d-dhlm9                     Container image "alpine:3.20" already present on machine and can be accessed by the pod
17m         Normal    Created                          pod/bench-kubebuilder-1784137300-27-consumer-84bffc5bbb-djbz2                    Container created
17m         Normal    Started                          pod/bench-kubebuilder-1784137300-25-consumer-6f95948f6b-jtkcc                    Container started
17m         Normal    Created                          pod/bench-kubebuilder-1784137300-26-consumer-c74b7459d-dhlm9                     Container created
17m         Normal    ScalingReplicaSet                deployment/bench-kubebuilder-1784137300-29-consumer                              Scaled up replica set bench-kubebuilder-1784137300-29-consumer-5d6dc95586 from 0 to 1
17m         Normal    Created                          pod/bench-kubebuilder-1784137300-25-consumer-6f95948f6b-jtkcc                    Container created
17m         Normal    Pulled                           pod/bench-kubebuilder-1784137300-27-consumer-84bffc5bbb-djbz2                    Container image "alpine:3.20" already present on machine and can be accessed by the pod
17m         Normal    Created                          pod/bench-kubebuilder-1784137300-24-consumer-7d9cd889cd-lf8mw                    Container created
17m         Normal    SuccessfulCreate                 replicaset/bench-kubebuilder-1784137300-29-consumer-5d6dc95586                   Created pod: bench-kubebuilder-1784137300-29-consumer-5d6dc95586-6mcdw
17m         Normal    SuccessfulCreate                 replicaset/bench-kubebuilder-1784137300-27-consumer-84bffc5bbb                   Created pod: bench-kubebuilder-1784137300-27-consumer-84bffc5bbb-djbz2
17m         Normal    ScalingReplicaSet                deployment/bench-kubebuilder-1784137300-27-consumer                              Scaled up replica set bench-kubebuilder-1784137300-27-consumer-84bffc5bbb from 0 to 1
17m         Normal    Pulled                           pod/bench-kubebuilder-1784137300-24-consumer-7d9cd889cd-lf8mw                    Container image "alpine:3.20" already present on machine and can be accessed by the pod
17m         Normal    Started                          pod/bench-kubebuilder-1784137300-24-consumer-7d9cd889cd-lf8mw                    Container started
17m         Normal    SuccessfulCreate                 replicaset/bench-kubebuilder-1784137300-32-consumer-6b847895c4                   Created pod: bench-kubebuilder-1784137300-32-consumer-6b847895c4-w679s
17m         Normal    SuccessfulCreate                 replicaset/bench-kubebuilder-1784137300-31-consumer-f6d994686                    Created pod: bench-kubebuilder-1784137300-31-consumer-f6d994686-zzbxx
17m         Normal    Pulled                           pod/bench-kubebuilder-1784137300-28-consumer-757c969f66-qkc8v                    Container image "alpine:3.20" already present on machine and can be accessed by the pod
17m         Normal    Created                          pod/bench-kubebuilder-1784137300-28-consumer-757c969f66-qkc8v                    Container created
17m         Normal    Started                          pod/bench-kubebuilder-1784137300-28-consumer-757c969f66-qkc8v                    Container started
17m         Normal    Pulled                           pod/bench-kubebuilder-1784137300-29-consumer-5d6dc95586-6mcdw                    Container image "alpine:3.20" already present on machine and can be accessed by the pod
17m         Normal    ScalingReplicaSet                deployment/bench-kubebuilder-1784137300-32-consumer                              Scaled up replica set bench-kubebuilder-1784137300-32-consumer-6b847895c4 from 0 to 1
17m         Normal    Created                          pod/bench-kubebuilder-1784137300-29-consumer-5d6dc95586-6mcdw                    Container created
17m         Normal    ScalingReplicaSet                deployment/bench-kubebuilder-1784137300-31-consumer                              Scaled up replica set bench-kubebuilder-1784137300-31-consumer-f6d994686 from 0 to 1
